comparison_mode,comparison_label,player_id,player_name,post_soldier_rounds,post_team_damage_per_round,post_damage_per_round,post_kd,post_kills_per_round,post_deaths_per_round,post_friendly_damage_pct,pre_soldier_rounds,pre_team_damage_per_round,pre_damage_per_round,pre_kd,pre_kills_per_round,pre_deaths_per_round,pre_friendly_damage_pct,soldier_rounds_pct_change,team_damage_per_round_pct_change,damage_per_round_pct_change,kd_pct_change,kills_per_round_pct_change,deaths_per_round_pct_change,friendly_damage_pct_pct_change
equal_time,Equal Time,STEAM_0:1:8914480,Carbon,17,981.3529411764706,7191.117647058823,1.063551401869159,33.470588235294116,31.470588235294116,12.008032706647857,0,0,0,0,0,0,0,,,,,,,
equal_time,Equal Time,STEAM_0:0:67054,[-21-]sincie,0,0,0,0,0,0,0,1,967.0,5043.0,0.75,18.0,24.0,16.08985024958403,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
equal_time,Equal Time,STEAM_0:0:36944510,SERuM,13,930.0,6592.153846153846,1.0486322188449848,26.53846153846154,25.307692307692307,12.363480181617376,0,0,0,0,0,0,0,,,,,,,
equal_time,Equal Time,STEAM_0:1:113066980,rQ. HanzzYolo (Buzzball Biggie),27,918.4814814814815,7697.592592592592,1.127147766323024,36.44444444444444,32.333333333333336,10.660092677768512,0,0,0,0,0,0,0,,,,,,,
equal_time,Equal Time,STEAM_0:1:54513044,theycallme-j,5,917.4,5044.0,0.785234899328859,23.4,29.8,15.389002583285805,0,0,0,0,0,0,0,,,,,,,
equal_time,Equal Time,STEAM_0:0:36944510,srm,0,0,0,0,0,0,0,6,906.8333333333334,6687.5,1.0316455696202531,27.166666666666668,26.333333333333332,11.940920862046262,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
equal_time,Equal Time,STEAM_0:1:8415345,chad,0,0,0,0,0,0,0,3,903.3333333333334,8007.333333333333,1.564102564102564,40.666666666666664,26.0,10.137662726320515,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
equal_time,Equal Time,STEAM_0:1:512678151,sandro,4,900.5,6114.0,1.223529411764706,26.0,21.25,12.837693349490342,0,0,0,0,0,0,0,,,,,,,
equal_time,Equal Time,STEAM_0:0:144175,jagz (reloaded),5,890.4,7129.6,1.1714285714285715,32.8,28.0,11.102244389027431,0,0,0,0,0,0,0,,,,,,,
equal_time,Equal Time,STEAM_0:0:174273074,i forgot about it doe,0,0,0,0,0,0,0,6,866.6666666666666,8743.0,1.2982456140350878,37.0,28.5,9.01869645148982,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
equal_time,Equal Time,STEAM_0:1:45567960,dullrazor,1,788.0,4607.0,0.7037037037037037,19.0,27.0,14.606116774791474,0,0,0,0,0,0,0,,,,,,,
